"unaligned","aligned_unmapped","mapped_to_exon","mapped_to_intron","ambiguous_mapping","mapped_to_ERCC","mapped_to_MT","number_of_genes","total_count_per_cell","non_mt_percent","non_ribo_percent","outliers","cell_line","cell_line_demuxlet","demuxlet_cls"
"CELL_000395",82522,4859,222289,32862,7720,0,8456,9671,109926,0.825428015135143,0.824945797632426,"FALSE","H2228","H2228","SNG"
"CELL_000396",82471,5858,217444,35018,8944,0,9087,9191,107176,0.82517541232877,0.805478763391173,"FALSE","HCC827","HCC827","SNG"
"CELL_000397",78100,3382,234971,22544,10078,0,7731,9045,116476,0.82651361646807,0.791793949672555,"FALSE","H1975","H1975","SNG"
"CELL_000398",75890,4020,230961,30637,7960,0,8684,9674,115527,0.842495693574446,0.832835542095307,"FALSE","H2228","H2228","SNG"
"CELL_000399",75701,4744,227022,32890,7709,0,6739,9609,110394,0.823151620484523,0.826956100244932,"FALSE","H2228","H2228","SNG"
"CELL_000400",76760,3951,228086,31304,7641,0,7289,9312,112397,0.832798028343034,0.805306119798027,"FALSE","H2228","H2228","SNG"
"CELL_000401",71109,5121,229961,33765,9111,0,8779,9781,119349,0.833664295399738,0.810873923461954,"FALSE","H1975","H1975","SNG"
"CELL_000402",77026,3335,236225,20232,9762,0,7836,9348,117036,0.831342492837132,0.796823131615646,"FALSE","H1975","H1975","SNG"
"CELL_000403",74344,4716,231063,26596,9906,0,8640,10066,115226,0.818903719575538,0.823182196450263,"FALSE","H1975","H1975","SNG"
"CELL_000404",74864,6603,231772,23051,10829,0,9187,9611,114952,0.822247546730614,0.812408586852896,"FALSE","H1975","H1975","SNG"
"CELL_000405",79426,5042,226464,25262,9393,0,9582,9466,116727,0.832172505004654,0.796310982351043,"FALSE","H1975","H1975","SNG"
"CELL_000406",75926,4048,232672,23221,9386,0,8010,9408,113464,0.82564513847338,0.812795176197281,"FALSE","H1975","H1975","SNG"
"CELL_000407",73221,5033,220902,39270,7690,0,8846,9568,108022,0.843485586191379,0.86640676284398,"FALSE","H2228","H2228","SNG"
"CELL_000408",76282,4827,224875,32181,7529,0,8178,9305,110063,0.836057530611008,0.814242677898778,"FALSE","H2228","H2228","SNG"
"CELL_000409",82398,4909,220516,30257,8188,0,11526,9226,118906,0.814004339493886,0.796074142930202,"FALSE","HCC827","HCC827","SNG"
"CELL_000410",72419,4783,228228,32083,7850,0,10662,9927,112413,0.830046346878916,0.851920965375805,"FALSE","H2228","H2228","SNG"
"CELL_000411",77482,5042,216065,41231,6093,0,7347,9558,106728,0.849233565620153,0.828179968876024,"FALSE","H2228","H2228","SNG"
"CELL_000412",81014,4932,219486,28468,10083,0,9754,9365,107454,0.815381465481473,0.809099632484632,"FALSE","H1975","H1975","SNG"
"CELL_000413",83731,6897,214566,30018,9093,0,8400,9535,115171,0.839377968339306,0.765018905365161,"FALSE","H1975","H1975","SNG"
"CELL_000414",78294,6624,222797,26017,9988,0,8023,9444,115882,0.824899466627699,0.774805338637119,"FALSE","H1975","H1975","SNG"
"CELL_000415",79379,4065,226625,26173,8879,0,9850,9411,114602,0.833013385383064,0.793258338139096,"FALSE","H1975","H1975","SNG"
"CELL_000416",75253,3707,231013,23187,10404,0,5748,9569,116679,0.817730696970515,0.80026390350758,"FALSE","H1975","H1975","SNG"
"CELL_000417",78303,4438,225283,24541,10897,0,9178,9460,112433,0.810473793209247,0.794135103205011,"FALSE","H1975","H1975","SNG"
"CELL_000418",77956,3991,221256,30056,9555,0,9112,9549,110729,0.828003503975652,0.787499138662939,"FALSE","H1975","H1975","SNG"
"CELL_000419",74427,4071,232015,23674,7612,0,8868,9267,112196,0.833184783696996,0.81860308579601,"FALSE","H2228","H2228","SNG"
"CELL_000420",76531,6059,215727,34574,9582,0,7527,9787,108080,0.83281828267646,0.808290080654138,"FALSE","H1975","H1975","SNG"
"CELL_000421",95080,4888,209932,23214,9007,0,8065,9714,106309,0.823636756923343,0.812574587986475,"FALSE","H1975","H1975","SNG"
"CELL_000422",77066,4920,219337,31413,9496,0,8409,9498,109922,0.83529229809908,0.806271646597438,"FALSE","H1975","H1975","SNG"
"CELL_000423",79456,4773,218148,30531,9566,0,8304,9153,108719,0.838933397029136,0.788003864273599,"FALSE","HCC827","HCC827","SNG"
"CELL_000424",70983,7470,204362,52389,7412,0,16005,9986,96835,0.81682242982219,0.907812164216227,"FALSE","H1975","H1975","SNG"
"CELL_000425",76928,4878,220274,31644,8255,0,10056,9528,108597,0.827288046554943,0.831201522030855,"FALSE","HCC827","HCC827","SNG"
"CELL_000426",79177,4799,219583,30243,7315,0,9160,9547,108627,0.827492244025197,0.817467036973585,"FALSE","H2228","H2228","SNG"
"CELL_000427",75724,4324,231494,20985,8909,0,8632,9277,113652,0.832198289442139,0.813931931340238,"FALSE","H1975","H1975","SNG"
"CELL_000428",78680,4454,230329,19018,8699,0,14620,9030,116481,0.821395764045519,0.818511103226183,"FALSE","HCC827","HCC827","SNG"
"CELL_000429",79274,4610,221631,28707,8646,0,9340,8998,110945,0.832430483497911,0.79407807525548,"FALSE","HCC827","HCC827","SNG"
"CELL_000430",77830,4703,222397,29565,7451,0,11862,9393,106253,0.820889763035313,0.808353570407088,"FALSE","H2228","H2228","SNG"
"CELL_000431",74232,4190,225968,26375,9695,0,6321,9202,110905,0.833506153840358,0.799278589849097,"FALSE","H1975","H1975","SNG"
"CELL_000432",75601,5074,215406,38453,6843,0,8761,9472,102533,0.837681526841341,0.838247116709048,"FALSE","H2228","H2228","SNG"
"CELL_000433",78533,6832,218513,29000,8446,0,14211,8999,109070,0.813651783183859,0.813917592929532,"FALSE","HCC827","HCC827","SNG"
"CELL_000434",72997,4632,225735,28051,9722,0,6863,9304,113539,0.833801601138481,0.809290128564623,"FALSE","H1975","H1975","SNG"
"CELL_000435",69964,4714,226751,31331,7769,0,10315,9862,114385,0.8208244087231,0.84509325129228,"FALSE","H2228","H2228","SNG"
"CELL_000436",73182,4859,224538,28870,7476,0,9551,9864,112154,0.832195017490932,0.841351994458335,"FALSE","H2228","H2228","SNG"
"CELL_000437",76908,3964,226841,23204,9558,0,11274,9006,116254,0.821769573449364,0.804849656368843,"FALSE","HCC827","HCC827","SNG"
"CELL_000438",74554,4070,223254,30282,7973,0,7575,9840,111035,0.826252983219142,0.826892346837272,"FALSE","H2228","H2228","SNG"
"CELL_000439",70912,4114,233536,23108,7871,0,9830,9781,125997,0.824241846962686,0.838646885350692,"FALSE","H2228","H2228","SNG"
"CELL_000440",79663,4409,215677,29953,9104,0,9735,8924,109191,0.849190867301408,0.792327133891334,"FALSE","H1975","H1975","SNG"
"CELL_000441",70933,4481,224959,31809,7426,0,8907,10133,113939,0.836807414420277,0.869289631356284,"FALSE","H2228","H2228","SNG"
"CELL_000442",74015,4475,227696,23775,10409,0,7503,9321,110977,0.835947989147666,0.806788721375716,"FALSE","H1975","H1975","SNG"
"CELL_000443",78833,5546,218327,26803,8790,0,5565,8683,109784,0.84015885731617,0.798813962069704,"FALSE","HCC827","HCC827","SNG"
"CELL_000444",72647,4361,227006,24497,9675,0,8422,9649,112193,0.839268046951301,0.828482986596046,"FALSE","H1975","H1975","SNG"
"CELL_000445",74687,3952,224344,26862,8104,0,8095,9526,110293,0.821747526967102,0.826924571194494,"FALSE","H2228","H2228","SNG"
"CELL_000446",73964,4625,226457,23426,9796,0,9507,9237,111775,0.833120107283997,0.811209947554467,"FALSE","H1975","H1975","SNG"
"CELL_000447",71135,4409,223788,32104,7119,0,9641,9816,115114,0.843546397410954,0.841904473660504,"FALSE","H2228","H2228","SNG"
"CELL_000448",81989,4277,218120,26343,7278,0,7252,10055,111070,0.840469973814669,0.855721539954845,"FALSE","H2228","H2228","SNG"
"CELL_000449",72735,5207,218983,33783,6745,0,8945,9695,103550,0.8329406083213,0.859169400369928,"FALSE","H2228","H2228","SNG"
"CELL_000450",75147,5399,215891,31585,9609,0,8627,9581,110245,0.821896684582349,0.796462352354996,"FALSE","H1975","H1975","SNG"
"CELL_000451",76962,3885,226007,20413,9103,0,9836,9088,117011,0.824606233531497,0.807522300679227,"FALSE","HCC827","HCC827","SNG"
"CELL_000452",76279,4001,215399,30871,9365,0,10022,9480,103981,0.818909223721746,0.808772678780481,"FALSE","H1975","H1975","SNG"
"CELL_000454",79374,4575,219438,24479,8957,0,10807,9087,110870,0.830441057018992,0.799702281978688,"FALSE","HCC827","HCC827","SNG"
"CELL_000455",76106,4421,221701,26588,8469,0,12339,9378,115393,0.816921303647802,0.821020268038766,"FALSE","HCC827","HCC827","SNG"
"CELL_000456",72090,5117,225151,23347,10337,0,9754,9192,113040,0.810509554068426,0.798106794222683,"FALSE","H1975","H1975","SNG"
"CELL_000457",74644,5120,221251,24295,9641,0,7445,9434,112583,0.832621266014174,0.790900865059479,"FALSE","H1975","H1975","SNG"
"CELL_000458",76818,5799,209170,35091,8035,0,13277,9427,106894,0.818867289013521,0.804076860808197,"FALSE","HCC827","HCC827","SNG"
"CELL_000459",76396,3627,221210,23950,8971,0,7573,9479,109731,0.838650882536507,0.804631252368861,"FALSE","H1975","H1975","SNG"
"CELL_000460",75085,5254,215836,28517,9549,0,5360,9470,107401,0.832794852856789,0.79113781146006,"FALSE","H1975","H1975","SNG"
"CELL_000461",74285,6674,219776,23715,9754,0,9369,9387,109180,0.812511448908911,0.802802637589061,"FALSE","H1975","H1975","SNG"
"CELL_000462",80935,4459,213205,27063,7344,0,16883,9067,109988,0.81850747346815,0.792550024316287,"FALSE","HCC827","HCC827","SNG"
"CELL_000463",73998,4941,219537,23733,9992,0,8810,9751,106480,0.823497370320859,0.822792935500288,"FALSE","H1975","H1975","SNG"
"CELL_000464",71360,4028,222156,28285,7229,0,6575,9397,110484,0.836799898552116,0.827486257966198,"FALSE","H2228","H2228","SNG"
"CELL_000465",76357,5150,221215,20448,9444,0,9075,8931,109728,0.827883493654502,0.764289810778488,"FALSE","H1975","H1975","SNG"
"CELL_000466",75293,4698,213743,28996,9251,0,7679,9474,106121,0.841087060917152,0.798399864456624,"FALSE","H1975","H1975","SNG"
"CELL_000467",69878,5127,208244,41328,7212,0,10726,10052,105320,0.822113558600255,0.832681273007855,"FALSE","H2228","H2228","SNG"
"CELL_000468",76591,4581,218784,22872,8750,0,8701,9205,123418,0.827253723052776,0.798684081845105,"FALSE","HCC827","HCC827","SNG"
"CELL_000469",80239,4498,208745,28858,8421,0,9788,8854,106102,0.833509264591289,0.781719403807713,"FALSE","HCC827","HCC827","SNG"
"CELL_000470",73466,3514,223029,21704,9300,0,7989,9086,111265,0.853413022886495,0.80539245895902,"FALSE","H1975","H1975","SNG"
"CELL_000471",73707,4485,215444,27332,9899,0,10900,9144,109745,0.833996992953301,0.78627720750128,"FALSE","H1975","H1975","SNG"
"CELL_000472",74238,4839,211313,32615,7030,0,7491,9253,102427,0.833510695340729,0.834047581785312,"FALSE","H2228","H2228","SNG"
"CELL_000473",73024,4786,212333,32665,7594,0,5900,9197,104408,0.836296069186624,0.830664237351138,"FALSE","H2228","H2228","SNG"
"CELL_000474",83535,3358,211855,22310,8632,0,7329,9034,109800,0.827094717593161,0.799580983644719,"FALSE","HCC827","HCC827","SNG"
"CELL_000475",74424,4382,216307,26070,9496,0,6487,9340,106044,0.823988155782129,0.805703216994529,"FALSE","H1975","H1975","SNG"
"CELL_000476",72266,4153,217738,24922,9540,0,8712,9407,112530,0.816075713070641,0.795521123654037,"FALSE","H1975","H1975","SNG"
"CELL_000477",70358,3847,218542,29412,7036,0,8676,9302,109100,0.831374885350011,0.828111748110747,"FALSE","H2228","H2228","SNG"
"CELL_000478",78456,5946,194017,43530,6239,0,11011,9210,95513,0.82587710564783,0.807889940857272,"FALSE","H2228","H2228","SNG"
"CELL_000479",75184,3342,217251,22964,8931,0,6005,9092,105622,0.831474503339127,0.798337391988658,"FALSE","H1975","H1975","SNG"
"CELL_000480",74153,3639,218713,21391,9687,0,7403,9103,113763,0.83098195363774,0.780719497488683,"FALSE","H1975","H1975","SNG"
"CELL_000481",74976,3523,219381,21648,9054,0,5478,8673,108755,0.841257873123879,0.785793684355323,"FALSE","HCC827","HCC827","SNG"
"CELL_000482",70749,4384,221381,21233,10369,0,6917,9305,110075,0.819741085548967,0.799400336188932,"FALSE","H1975","H1975","SNG"
"CELL_000483",75461,5221,209882,28058,8217,0,6693,9120,103138,0.840146211790015,0.815829198178247,"FALSE","HCC827","HCC827","SNG"
"CELL_000484",71716,2896,224511,18351,9765,0,10302,8909,110265,0.819389652127204,0.822763268238946,"FALSE","H1975","H1975","SNG"
"CELL_000485",73493,5365,214985,22734,10144,0,7618,9660,111304,0.820293969594957,0.801768058491334,"FALSE","H1975","H1975","SNG"
"CELL_000486",70625,4541,212610,32377,6570,0,8372,9180,104734,0.842944984356279,0.853142164613004,"FALSE","H2228","H2228","SNG"
"CELL_000487",70831,4097,220385,24115,7050,0,7029,9064,108621,0.838751254284277,0.822621700902984,"FALSE","H2228","H2228","SNG"
"CELL_000488",74707,4181,215687,22612,9648,0,4873,9601,109212,0.838341940369342,0.813069917859767,"FALSE","H1975","H1975","SNG"
"CELL_000489",76073,5495,204365,33255,6932,0,7936,9087,101023,0.836977717862568,0.793650872212182,"FALSE","H2228","H2228","SNG"
"CELL_000490",75675,4583,210045,29290,7473,0,10710,8872,105166,0.824391913657989,0.768660900988827,"FALSE","H2228","H2228","SNG"
"CELL_000491",77473,4478,209046,28151,7298,0,12528,9140,106993,0.834447113284566,0.789145010501153,"FALSE","HCC827","HCC827","SNG"
"CELL_000492",78584,4339,208769,23621,9790,0,7149,9151,102328,0.817185911889494,0.791904386687477,"FALSE","H1975","H1975","SNG"
"CELL_000493",74518,3938,217594,20621,8456,0,11652,8788,110463,0.818708526762924,0.805799153943026,"FALSE","HCC827","HCC827","SNG"
"CELL_000494",70729,5496,207986,33731,7156,0,8131,9584,99128,0.83106690331379,0.835283589370956,"FALSE","H2228","H2228","SNG"
"CELL_000495",72361,5724,203712,35593,6658,0,9040,9651,96128,0.843541943986815,0.8595517581192,"FALSE","H2228","H2228","SNG"
"CELL_000496",71545,4658,215689,24685,8354,0,8493,9250,108467,0.832308443966155,0.82110680473261,"FALSE","HCC827","HCC827","SNG"
"CELL_000497",73934,3929,213275,23191,9906,0,9893,9222,107064,0.822685496448602,0.799194799447545,"FALSE","H1975","H1975","SNG"
"CELL_000498",73510,3323,219634,18531,8813,0,6533,8624,114302,0.830256688349263,0.795427831934014,"FALSE","HCC827","HCC827","SNG"
"CELL_000499",72435,4756,206045,35005,6629,0,6758,9226,99846,0.840935039877318,0.826933394734552,"FALSE","H2228","H2228","SNG"
"CELL_000500",69608,3738,214281,25732,9188,0,6910,9488,107918,0.830158082912011,0.814961284034055,"FALSE","H1975","H1975","SNG"
"CELL_000501",68049,5469,210748,29901,7475,0,8112,9621,105376,0.830597099830075,0.829126098055905,"FALSE","H2228","H2228","SNG"
"CELL_000502",73266,3625,213124,22986,8661,0,8236,8854,111962,0.821725228129033,0.804880155331259,"FALSE","HCC827","HCC827","SNG"
"CELL_000503",74990,4781,205995,26196,8281,0,7626,9096,104187,0.829921199302224,0.808699664190382,"FALSE","HCC827","HCC827","SNG"
"CELL_000504",69674,2592,221592,17352,9753,0,6608,8743,112736,0.819081748437138,0.788763058050396,"FALSE","H1975","H1975","SNG"
"CELL_000505",73375,4508,209892,23929,8994,0,8157,9186,105455,0.831710208066786,0.803499046655062,"FALSE","HCC827","HCC827","SNG"
"CELL_000506",70846,4790,207860,29557,7353,0,10221,9366,101654,0.817380526017925,0.837684612736871,"FALSE","H2228","H2228","SNG"
"CELL_000507",67771,4436,210247,30427,6610,0,10963,9828,102249,0.829582685324103,0.873123368138234,"FALSE","H2228","H2228","SNG"
"CELL_000508",72318,3953,208645,25134,9491,0,7014,9568,103021,0.828568932467306,0.796614205199503,"FALSE","H1975","H1975","SNG"
"CELL_000509",71741,4944,209358,23771,9539,0,5907,9262,105918,0.819766234179293,0.799354141944321,"FALSE","H1975","H1975","SNG"
"CELL_000510",69479,3964,215629,22052,7193,0,8226,9532,111205,0.828748707267771,0.853495719302575,"FALSE","H2228","H2228","SNG"
"CELL_000511",72791,5585,202480,30735,6909,0,11472,9571,99444,0.825348940023999,0.83363492682968,"FALSE","H2228","H2228","SNG"
"CELL_000512",75404,3586,215213,15971,8460,0,8863,8915,106838,0.833589172313822,0.794005803739699,"FALSE","HCC827","HCC827","SNG"
"CELL_000513",68293,5269,202583,35677,6898,0,7005,9128,97008,0.829467672683751,0.852207977464954,"FALSE","H2228","H2228","SNG"
"CELL_000514",70613,4754,204908,30667,7227,0,4936,9413,106964,0.848491081032077,0.848836912527868,"FALSE","H2228","H2228","SNG"
"CELL_000515",68737,3677,211258,26872,7385,0,7467,9345,105219,0.833718244724459,0.813835826814945,"FALSE","H2228","H2228","SNG"
"CELL_000516",69669,4291,208121,28428,6793,0,8029,9113,101408,0.832389949428803,0.820911484211159,"FALSE","H2228","H2228","SNG"
"CELL_000517",69085,4664,209800,26307,7514,0,9406,9143,101732,0.822769629927381,0.829964924510977,"FALSE","H2228","H2228","SNG"
"CELL_000518",70198,5206,205128,27976,8981,0,7115,9281,97649,0.82965519351661,0.819987831929889,"FALSE","H1975","H1975","SNG"
"CELL_000519",70985,3904,205087,27068,9565,0,10066,9035,101403,0.832855043654245,0.833781955782181,"FALSE","H1975","H1975","SNG"
"CELL_000520",71761,4608,207400,26425,7280,0,9591,8997,102345,0.827915384158687,0.80765051466603,"FALSE","H2228","H2228","SNG"
"CELL_000521",73196,4092,206714,23987,8926,0,9635,9148,100345,0.821595495458509,0.818864834434717,"FALSE","H1975","H1975","SNG"
"CELL_000522",69204,4613,208901,27102,6884,0,9255,9268,101959,0.830059141338179,0.83085349691018,"FALSE","H2228","H2228","SNG"
"CELL_000523",67359,3767,216264,23250,7086,0,9252,9084,108329,0.821266696745907,0.825494482041329,"FALSE","H2228","H2228","SNG"
"CELL_000524",72376,5294,204990,23987,9242,0,9812,9058,100667,0.838815103177922,0.814894571717189,"FALSE","H1975","H1975","SNG"
"CELL_000525",70577,5794,198357,32402,9159,0,6671,9530,99638,0.826441718939918,0.807292317459973,"FALSE","H1975","H1975","SNG"
"CELL_000526",71072,3633,210262,23066,8211,0,5694,8920,105986,0.842007434864793,0.80630453019224,"FALSE","HCC827","HCC827","SNG"
"CELL_000527",66563,3352,214228,24410,7330,0,8167,9174,104437,0.828298399913029,0.832817791317465,"FALSE","H2228","H2228","SNG"
"CELL_000529",69116,5022,200179,34809,6442,0,10319,9595,99248,0.825789940268238,0.840732222238008,"FALSE","H2228","H2228","SNG"
"CELL_000530",68241,3961,204968,32208,6983,0,12278,9521,101197,0.821812899510676,0.852159564793466,"FALSE","H2228","H2228","SNG"
"CELL_000531",67633,3704,209661,26366,7455,0,9467,9573,105470,0.819560064395604,0.829174094133489,"FALSE","H2228","H2228","SNG"
"CELL_000532",71651,3448,211315,19847,8445,0,6766,8930,112204,0.835513885348516,0.793367367173419,"FALSE","HCC827","HCC827","SNG"
"CELL_000533",64688,4152,210239,28286,7351,0,8155,9361,104109,0.823819266266719,0.832857790118262,"FALSE","H2228","H2228","SNG"
"CELL_000534",80279,3723,201999,19799,8510,0,11985,8737,106099,0.817406384526018,0.807029207906841,"FALSE","HCC827","HCC827","SNG"
"CELL_000535",71574,5152,201504,26756,8664,0,5522,9381,100423,0.830457166104333,0.807275145407412,"FALSE","H1975","H1975","SNG"
"CELL_000536",68463,4215,203836,30403,7016,0,7748,9700,103909,0.83103484771954,0.823942023891865,"FALSE","H2228","H2228","SNG"
"CELL_000537",71737,3725,209415,20612,8531,0,7877,8715,104401,0.839244834739203,0.793737531849548,"FALSE","HCC827","HCC827","SNG"
"CELL_000538",67164,4420,208498,26002,7351,0,8434,9354,103096,0.826433615191042,0.845697132216853,"FALSE","H2228","H2228","SNG"
"CELL_000540",70726,3292,214914,15207,8646,0,8289,8994,111109,0.828501741458523,0.808476288286612,"FALSE","HCC827","HCC827","SNG"
"CELL_000541",68651,4173,205944,26149,8577,0,7300,9555,103889,0.835276111923757,0.800979814900537,"FALSE","H1975","H1975","SNG"
"CELL_000542",68779,4821,201912,30839,6387,0,9780,9151,98647,0.831094711361613,0.827141136867706,"FALSE","H2228","H2228","SNG"
"CELL_000543",76499,4836,207014,15917,7777,0,5793,8974,109441,0.833800860661562,0.816266224151257,"FALSE","HCC827","HCC827","SNG"
"CELL_000544",64590,3621,216412,19980,7511,0,8010,9180,106211,0.825648944005268,0.845609132235914,"FALSE","H2228","H2228","SNG"
"CELL_000545",74223,3518,202847,23159,8345,0,8268,9016,102096,0.83120788269558,0.794389516299413,"FALSE","H1975","H1975","SNG"
"CELL_000546",65528,4828,205223,30525,6812,0,7131,9297,100104,0.826700231676387,0.84090537432017,"FALSE","H2228","H2228","SNG"
"CELL_000547",66637,3653,211977,21947,7300,0,7782,9209,102368,0.828090809547115,0.842528832982101,"FALSE","H2228","H2228","SNG"
"CELL_000548",67700,4123,206904,25335,7538,0,7408,9343,102229,0.829001555250565,0.82430613384596,"FALSE","H2228","H2228","SNG"
"CELL_000549",70414,4142,204196,22577,8833,0,6807,9006,104733,0.828325360599971,0.778121434684251,"FALSE","H1975","H1975","SNG"
"CELL_000550",69999,4169,207313,19895,8143,0,6404,8868,103006,0.84243636284853,0.808797467254581,"FALSE","HCC827","HCC827","SNG"
"CELL_000551",71695,4387,199342,29722,6633,0,8719,9279,97569,0.825497852717,0.827598845166103,"FALSE","H2228","H2228","SNG"
"CELL_000552",70292,4550,207938,19137,8152,0,7563,9137,107348,0.837891716581782,0.80831493755683,"FALSE","HCC827","HCC827","SNG"
"CELL_000553",71053,5694,201426,23258,7856,0,6423,8897,100297,0.837612291410749,0.801589199917326,"FALSE","HCC827","HCC827","SNG"
"CELL_000554",69253,4293,203571,22951,8667,0,7246,9143,101688,0.843403351344957,0.80391975415784,"FALSE","H1975","H1975","SNG"
"CELL_000555",71141,5801,201665,22578,8824,0,10105,8948,104594,0.824865670992135,0.775139991286308,"FALSE","H1975","H1975","SNG"
"CELL_000556",68852,4128,200750,25396,8969,0,7350,9431,107640,0.822668153026508,0.805676253653265,"FALSE","H1975","H1975","SNG"
"CELL_000557",66909,4009,200050,28921,6753,0,7866,8937,95456,0.82176081117774,0.852549776593428,"FALSE","H2228","H2228","SNG"
"CELL_000558",66506,4681,200216,29958,6732,0,8955,9466,101953,0.826469059191346,0.839828073737107,"FALSE","H2228","H2228","SNG"
"CELL_000559",67031,5024,201650,27193,6773,0,7605,8849,98699,0.834810889590086,0.817850148648907,"FALSE","H2228","H2228","SNG"
"CELL_000560",62867,3609,210866,23047,7215,0,8025,9361,108614,0.819710166201437,0.850332291386719,"FALSE","H2228","H2228","SNG"
"CELL_000561",69916,3800,203867,20589,8646,0,10815,8811,108707,0.826487714606558,0.800389965651709,"FALSE","HCC827","HCC827","SNG"
"CELL_000562",68495,4323,203733,22420,8567,0,7466,9024,105871,0.833240452925424,0.775878118098618,"FALSE","H1975","H1975","SNG"
"CELL_000563",67310,4056,203076,23425,8709,0,5745,9225,103029,0.832086111596532,0.78404131030668,"FALSE","H1975","H1975","SNG"
"CELL_000564",69927,4909,195690,28117,7755,0,11350,9045,96304,0.843090629585158,0.81020509945536,"FALSE","H1975","H1975","SNG"
"CELL_000565",74714,3632,193647,26699,8256,0,8852,8779,95208,0.819111839255198,0.787696329331954,"FALSE","H1975","H1975","SNG"
"CELL_000566",67695,3847,202908,22995,8789,0,6582,9371,104120,0.825403380635286,0.801373338323729,"FALSE","H1975","H1975","SNG"
"CELL_000567",68903,4123,197173,26717,8219,0,6221,9301,103272,0.830002323879657,0.792731738251245,"FALSE","H1975","H1975","SNG"
"CELL_000568",66721,4724,198115,29982,6437,0,9573,9451,99239,0.829038986605161,0.830086878133911,"FALSE","H2228","H2228","SNG"
"CELL_000569",67231,4750,194481,31652,6786,0,8252,9323,95207,0.827502179374678,0.825212345183406,"FALSE","H2228","H2228","SNG"
"CELL_000570",64599,3554,200509,29141,6386,0,4989,9325,96055,0.852709385159262,0.839539759560693,"FALSE","H2228","H2228","SNG"
"CELL_000571",67312,4798,196576,28228,6422,0,7059,9049,95486,0.838709339501214,0.83764103244025,"FALSE","H2228","H2228","SNG"
"CELL_000572",65991,4923,201240,23723,9108,0,6411,9228,98823,0.81737045011613,0.816560839423936,"FALSE","H1975","H1975","SNG"
"CELL_000573",64511,3920,201157,27436,6860,0,7784,9517,100671,0.826692890621262,0.829513878921052,"FALSE","H2228","H2228","SNG"
"CELL_000574",70454,4407,196279,24696,7812,0,7124,8825,96939,0.832379124930897,0.803598056138597,"FALSE","HCC827","HCC827","SNG"
"CELL_000575",71285,4311,198697,20140,9296,0,6039,9489,100664,0.828051736387581,0.806008026105855,"FALSE","H1975","H1975","SNG"
"CELL_000576",69306,3888,195041,25066,8689,0,4987,9178,98016,0.823610430866021,0.789146589419422,"FALSE","H1975","H1975","SNG"
"CELL_000577",68481,4006,199487,21275,9273,0,10877,9451,106441,0.812957412950559,0.811595079753565,"FALSE","H1975","H1975","SNG"
"CELL_000578",66042,3334,205175,19442,8939,0,6490,9586,113641,0.828829383688208,0.802975967918624,"FALSE","H1975","H1975","SNG"
"CELL_000579",67567,4779,194792,27008,7887,0,6446,9126,97796,0.836670211375039,0.802558304781555,"FALSE","H1975","H1975","SNG"
"CELL_000580",65233,3435,202018,24680,7027,0,6604,9097,100846,0.831029490427877,0.820310094568937,"FALSE","H2228","H2228","SNG"
"CELL_000581",64878,4552,195396,29814,6761,0,9616,9305,98267,0.827439526918758,0.831214870585764,"FALSE","H2228","H2228","SNG"
"CELL_000582",64858,3752,204514,18963,9322,0,8980,8915,99501,0.815921447943647,0.820765537957856,"FALSE","H1975","H1975","SNG"
"CELL_000583",66158,5657,198277,22165,8961,0,7741,9200,101008,0.819459844683643,0.803223427528173,"FALSE","H1975","H1975","SNG"
"CELL_000584",72352,5722,188651,27126,7265,0,15056,8606,96481,0.827893574814949,0.784237229689034,"FALSE","HCC827","HCC827","SNG"
"CELL_000585",65766,4717,191802,32317,6304,0,7738,9481,100227,0.824727867657944,0.828239812800961,"FALSE","H2228","H2228","SNG"
"CELL_000586",68584,4088,202512,17379,8305,0,7092,8597,105354,0.825113427034084,0.798726123476458,"FALSE","HCC827","HCC827","SNG"
"CELL_000587",69846,4759,196955,20220,8677,0,5582,9390,101808,0.822076850461449,0.798640499897798,"FALSE","H1975","H1975","SNG"
"CELL_000588",66896,4092,195955,27809,6736,0,6212,8988,94722,0.841810772487721,0.815713264530599,"FALSE","H2228","H2228","SNG"
"CELL_000589",79165,5070,180660,28933,6098,0,8229,8970,94357,0.822917218561112,0.82401932829368,"FALSE","H2228","H2228","SNG"
"CELL_000590",62042,5460,197089,27628,7283,0,8431,9361,99683,0.832759848636903,0.839571357245332,"FALSE","H2228","H2228","SNG"
"CELL_000591",65458,4353,196143,27233,6563,0,6192,8848,97722,0.837498209120004,0.814176867626853,"FALSE","H2228","H2228","SNG"
"CELL_000592",68827,2836,196514,24581,7718,0,8005,9181,99746,0.829136005370728,0.793465322572803,"FALSE","H1975","H1975","SNG"
"CELL_000593",62585,4242,200554,25247,6688,0,7542,9181,99568,0.828017033501927,0.832395866905445,"FALSE","H2228","H2228","SNG"
"CELL_000594",63911,4156,196291,29748,6498,0,5539,9309,93497,0.840326427496034,0.845385323017282,"FALSE","H2228","H2228","SNG"
"CELL_000595",69222,3325,202890,15882,9152,0,5783,9633,131810,0.817995599664821,0.806934162284033,"FALSE","H1975","H1975","SNG"
"CELL_000596",68003,4223,197097,21810,7715,0,8422,8794,101765,0.831838058189767,0.814071555635871,"FALSE","HCC827","HCC827","SNG"
